translated_location,profil_negara,measure_name,year,gdp_per_capita,pop_density,val,prediction,cluster_risiko
Bulgaria,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,33073.816,62.59953,21.604921818263833,364.77851306107857,Sedang
Haiti,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,2965.9463,422.25696,2516.858543241724,1287.6208220822496,Tinggi
Etiopia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,1149.948386383112,805.164457419779,Tinggi
Kepulauan Virgin Amerika Serikat,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,18.875056954091892,342.9868256408829,Sedang
Italy,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,52870.324,201.20403,10.50823443185618,711.7425791021559,Tinggi
Niger,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,1689.5642,20.65198,2793.039061621822,1358.6586319202747,Tinggi
Bermuda,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,103052.35,1198.537,23.541376159845967,691.4409392311106,Sedang
San Marino,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,70951.79,562.68335,3.8657652038148522,405.2751344230763,Sedang
Vietnam,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,13545.935,320.1752,520.3149619163587,375.814580077994,Sedang
Sao Tome dan Principe,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,290.55696464975443,344.8363446992456,Sedang
Djibouti,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,6510.6787,49.73904,1092.399435955348,785.5708100832734,Tinggi
United Kingdom,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,52592.684,283.89603,9.712069828436528,410.93768447145885,Sedang
Seychelles,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,28635.355,278.1761,160.38128332564605,199.65012870818933,Rendah
Uni Emirat Arab,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,27.70458270257196,205.51970127165322,Rendah
Chad,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,2433.0989,15.34234,2562.938303262478,1429.3536066021472,Tinggi
Kuwait,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,47777.402,271.53653,27.597581536554962,552.9043355610778,Sedang
Saint Kitts dan Nevis,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,40.915249808242805,291.88897407727467,Sedang
Kepulauan Cook,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,54.03478731270848,291.0687550321364,Sedang
Sierra Leone,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,3034.946,117.214226,2035.987355776891,1183.2673931513696,Tinggi
Nauru,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,12372.5205,595.0,971.3586246879734,731.5638689635992,Tinggi
Kolumbia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,90.30199472765837,281.115549990194,Rendah
Belize,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,12371.009,18.023323,111.67902531367476,393.65156287231497,Sedang
Taiwan (Provinsi Tiongkok),Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,76.04450597418408,232.93630227298968,Rendah
Trinidad dan Tobago,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,57.787753380892575,312.3115890782111,Sedang
Bangladesh,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,8242.398,1317.2543,429.11727219984067,633.8426091767298,Sedang
Timor-Leste,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,1833.513930885924,995.5614863971736,Tinggi
Vanuatu,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,3214.7024,26.285645,568.0588479922523,564.0851453425241,Sedang
Argentina,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,27230.396,16.639957,66.54319466852533,319.4557911868063,Sedang
El Salvador,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,11424.6455,304.51877,128.9957197292001,293.323959380303,Sedang
Gambia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,2963.5986,266.58557,1196.7870628705875,1071.190784416332,Tinggi
Libya,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,12476.598,4.1520276,78.00922213394614,350.028195692059,Sedang
Saint Lucia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,23403.744,293.91968,67.10905147670482,331.1281686687069,Sedang
Madagaskar,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,1728.05273356465,871.0780005699702,Tinggi
Guam,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,308.37408,256.33241031709764,329.8090801949807,Sedang
Czechia,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,47558.41,140.0462,10.17228052358489,736.2828889959529,Tinggi
Nigeria,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,7843.8345,250.2091,1031.5527805176635,926.4836927762685,Tinggi
Antigua dan Barbuda,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,30.586110050167846,280.2259742122706,Rendah
Kamboja,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,1166.9509442276087,848.6976615670932,Tinggi
Turkey,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,35069.17,113.3928,33.26006841801601,311.27014791082036,Sedang
Germany,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,63039.37,241.98813,10.51700958514963,408.5897081379897,Sedang
Oman,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,37793.617,16.314272,22.153471122216562,835.2789504927288,Tinggi
Aljazair,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,164.98932023954015,713.4006298967574,Tinggi
Siprus,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,9.640106289541338,502.78495641636465,Sedang
Yordania,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,12.043504272796035,400.18861367939394,Sedang
Sudan,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,2181.079,26.789507,181.48007994669334,697.9651608867918,Tinggi
Mauritius,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,26635.012,637.75214,49.111154989794514,140.21229459322643,Rendah
Malta,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,60418.395,1665.5125,4.613209904578096,363.80967512236197,Sedang
Kepulauan Mariana Utara,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,633.7127912134448,331.913573192381,Sedang
Yaman,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,141.07454461753287,347.75975508842913,Sedang
Senegal,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,4304.7617,93.89484,894.2582518992118,850.4884026649529,Tinggi
Libanon,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,51.05260587412178,286.08319796948484,Sedang
Guinea-Bissau,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,2693.7766,76.57692,2602.607698803543,1341.6030242749227,Tinggi
Pantai Gading,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,1095.5408598003285,885.5241278139138,Tinggi
Uruguay,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,31059.254,19.358261,54.91180014510576,339.31531759534585,Sedang
Malaysia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,32857.668,106.913086,203.04736195467507,279.24635200108156,Rendah
Republik Demokratik Rakyat Laos,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,956.9981752276307,837.722690635858,Tinggi
Kosta Rika,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,31.399922821203962,285.9289543850123,Sedang
Mozambik,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,1864.7451085727084,979.8319859445514,Tinggi
Rwanda,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,3062.999,565.64545,1196.5263375759696,1066.3119406003152,Tinggi
Finland,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,56250.88,18.428122,15.164443607818999,376.54110492173584,Sedang
Norway,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,90085.44,15.151308,11.29276572675349,397.0395345740315,Sedang
Jamaika,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,19.70641846418436,340.7455826061154,Sedang
Myanmar,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,5364.138,82.94207,1215.2930127784823,897.6786514208186,Tinggi
Maroko,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,143.13343720583532,322.32000599949436,Sedang
Papua New Guinea,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,4205.8477,22.942274,1017.8891229457771,884.3995944191543,Tinggi
Sudan Selatan,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,2645.000819392696,938.1461886018178,Tinggi
Ghana,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,6808.5376,148.49677,1126.1820346595607,857.1760322828378,Tinggi
Srilanka,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,145.20105673496178,216.58490126977628,Rendah
Cina,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,69.18236869677553,319.4030113891643,Sedang
Irlandia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,8.250753404057342,429.17245819864957,Sedang
Puerto Riko,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,18.128592219968002,343.29645614558217,Sedang
Palau,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,16425.973,38.58913,279.9526393675123,370.5052092932026,Sedang
Guatemala,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,12384.948,169.13812,110.67488960384684,230.6473249620787,Rendah
Bahrain,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,57819.906,1986.9291,27.65704532602735,732.8124494664718,Tinggi
Serbia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,25735.24,80.54708,29.804327831110655,446.88890073588254,Sedang
Nikaragua,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,144.1129297681092,341.0927816460281,Sedang
Austria,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,64536.297,110.6451,11.117180840185867,322.28188874205193,Sedang
Fiji,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,13194.805,50.582924,176.78864677966024,279.6242233397898,Rendah
Armenia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,19402.752,103.38595,39.70648213521342,275.11129450906907,Rendah
Republik Arab Syria,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,25.93796771854219,335.93217821129707,Sedang
Dominican Republic,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,23282.49,238.39745,154.64144707342993,302.3791463555092,Sedang
Bosnia dan Herzegovina,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,72.17644450841956,288.1728327681451,Sedang
Iran (Republik Islam),Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,33.7732007097573,239.41027870562036,Rendah
Slovenia,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,47977.426,105.20222,12.735695614887334,621.4335519317915,Sedang
Venezuela (Republik Bolivarian),Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,165.87054949241588,289.3286652903847,Sedang
Marshall Islands,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,6801.6147,215.82777,1962.1196655265235,954.1685929955936,Tinggi
Georgia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,22590.53,54.79197,90.91425872152773,381.34112776511995,Sedang
Liberia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,1616.9237,57.02902,1037.0019907485098,1057.6413637264504,Tinggi
Guyana,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,49312.36,4.1979017,218.05212635537487,649.2522440195752,Sedang
Kroasia,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,24.067849532761326,314.68665414213586,Sedang
Portugal,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,41768.254,113.86569,40.76105519932692,483.9254790178135,Sedang
Mauritania,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,6276.475,4.8728456,541.766063627977,461.0061924492433,Sedang
Burkina Faso,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,2486.2068,84.15854,765.0263814320043,785.6311690866893,Tinggi
Sweden,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,62662.766,25.906998,11.436938161426323,560.3733001816234,Sedang
Uganda,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,2791.0557,242.65213,784.5030976201341,799.3975945468649,Tinggi
Afganistan,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,726.6627947909226,436.4866857924109,Sedang
Tuvalu,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,5812.3994,327.9,1779.77550011565,974.2184715686299,Tinggi
Cabo Verde,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,268.2174735189062,316.79798724513614,Sedang
Greece,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,36700.51,79.464005,15.661691242602952,471.75847854605627,Sedang
Monako,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,30.24692741497576,447.5758516857035,Sedang
Bhutan,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,14610.296,20.618406,798.948132719911,743.6742233063767,Tinggi
Niue,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,7.080769,232.39243007826227,364.36577038610653,Sedang
Eritrea,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,28.671242,2673.7225263647515,1065.6251416540085,Tinggi
Guinea,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,3904.824,58.625546,1948.8172180149147,1192.8618343032522,Tinggi
Samoa Amerika,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,78.07563878211978,218.51851989327508,Rendah
Palestina,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,15136.696,102.52181,33.009619352047295,343.29645614558217,Sedang
Kenya,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,5691.825,97.23268,688.9967095175618,615.7067767815344,Sedang
Qatar,Risiko Sedang,DALYs (Disability-Adjusted Life Years),2023,116563.99,259.27643,30.614127345762817,689.0797092615435,Sedang
Malawi,Risiko Rendah,DALYs (Disability-Adjusted Life Years),2023,1649.2987,223.84895,1074.2837715690919,1025.654996323262,Tinggi
Brunei Darussalam,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,25553.310256031793,27449.162169378527,Tinggi
Polandia,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,14325.21951149266,17647.823022391785,Tinggi
Mongolia,Risiko Tinggi,Prevalensi,2023,16222.864,2.2034814,20438.46365896707,20113.65594943718,Tinggi
Cina,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,34545.6420902046,30510.684679035257,Tinggi
Kazakhstan,Risiko Tinggi,Prevalensi,2023,34703.234,7.530507,15954.70254525595,17579.370911012607,Tinggi
Germany,Risiko Sedang,Prevalensi,2023,63039.37,241.98813,5386.314960557121,5632.659631836175,Tinggi
Kiribati,Risiko Tinggi,Prevalensi,2023,3140.5833,163.62962,41508.40973986475,34185.96789844108,Tinggi
Israel,Risiko Sedang,Prevalensi,2023,47527.152,427.7408,5064.9471439277995,5483.394744200363,Tinggi
Guyana,Risiko Tinggi,Prevalensi,2023,49312.36,4.1979017,22263.38566226723,21807.669802004526,Tinggi
Taiwan (Provinsi Tiongkok),Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,34107.27420661984,31399.673539725925,Tinggi
Serbia,Risiko Tinggi,Prevalensi,2023,25735.24,80.54708,13466.2749297261,16535.564335301922,Tinggi
Chili,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,12951.176585718242,16784.09702986174,Tinggi
Turkmenistan,Risiko Tinggi,Prevalensi,2023,17866.404,15.671349,19339.901226360158,20106.07254559177,Tinggi
Republik Rakyat Demokratik Korea,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,34272.16837711733,31039.177891944084,Tinggi
Republik Korea,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,15578.05931320044,18969.222174082166,Tinggi
Vietnam,Risiko Tinggi,Prevalensi,2023,13545.935,320.1752,42598.76321559213,33721.16695401816,Tinggi
Papua New Guinea,Risiko Tinggi,Prevalensi,2023,4205.8477,22.942274,37344.66374651122,32877.92183175133,Tinggi
Argentina,Risiko Tinggi,Prevalensi,2023,27230.396,16.639957,15801.11073757963,17632.975805060232,Tinggi
Guatemala,Risiko Tinggi,Prevalensi,2023,12384.948,169.13812,22437.78192624519,21964.430120333447,Tinggi
Pulau Solomon,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,37713.46778027672,31033.72434143368,Tinggi
Italy,Risiko Sedang,Prevalensi,2023,52870.324,201.20403,9909.76176091886,7654.841857878399,Tinggi
Japan,Risiko Tinggi,Prevalensi,2023,45858.66,341.20972,15524.31893644185,18711.3371292721,Tinggi
Tajikistan,Risiko Tinggi,Prevalensi,2023,4472.324,74.85991,21012.81914210324,20720.09230146516,Tinggi
Greece,Risiko Rendah,Prevalensi,2023,36700.51,79.464005,5751.04145048278,6030.457167267508,Tinggi
Etiopia,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,31674.03348141496,29110.463329275968,Tinggi
Afganistan,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,14473.86526174862,17933.58058189104,Tinggi
Panama,Risiko Tinggi,Prevalensi,2023,35872.95,60.10728,16592.56053306174,18266.596071938468,Tinggi
Luksemburg,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,5331.882611808271,6216.20599636022,Tinggi
Gabon,Risiko Tinggi,Prevalensi,2023,18701.422,9.643304,20444.92154019829,21119.027380021824,Tinggi
Kuwait,Risiko Sedang,Prevalensi,2023,47777.402,271.53653,10893.046050288389,8580.422540308478,Tinggi
Montenegro,Risiko Tinggi,Prevalensi,2023,27243.518,47.104313,12471.03777628724,16827.246266986764,Tinggi
Austria,Risiko Sedang,Prevalensi,2023,64536.297,110.6451,5324.02342954459,5671.884657242946,Tinggi
Slovenia,Risiko Sedang,Prevalensi,2023,47977.426,105.20222,10104.49524330186,8017.816356883107,Tinggi
Islandia,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,4692.689788998719,6233.555480929894,Tinggi
Malaysia,Risiko Tinggi,Prevalensi,2023,32857.668,106.913086,29154.26816259862,26563.462477005036,Tinggi
United States,Risiko Sedang,Prevalensi,2023,74158.72,37.54909,12928.835511042442,8514.69930075621,Tinggi
Bulgaria,Risiko Tinggi,Prevalensi,2023,33073.816,62.59953,15935.18423093222,17187.897195416313,Tinggi
Mikronesia (Negara Federasi),Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,37029.78138630813,31276.187146532302,Tinggi
Azerbaijan,Risiko Tinggi,Prevalensi,2023,21310.738,124.84222,19159.343778030492,20058.89767563075,Tinggi
Spain,Risiko Sedang,Prevalensi,2023,47322.594,95.87431,2365.6389533122697,5023.96647269122,Tinggi
Antigua dan Barbuda,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,16230.64456172379,18247.656273512548,Tinggi
Finland,Risiko Sedang,Prevalensi,2023,56250.88,18.428122,5218.23417386095,5620.441664558349,Tinggi
Federasi Rusia,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,15549.116121743158,19196.565133219516,Tinggi
Vanuatu,Risiko Tinggi,Prevalensi,2023,3214.7024,26.285645,37394.27695482428,32960.13118047533,Tinggi
Selandia Baru,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,10482.16937635828,9382.70711410697,Tinggi
Nauru,Risiko Tinggi,Prevalensi,2023,12372.5205,595.0,34701.62367743319,33501.46968006894,Tinggi
Kamboja,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,31134.458555520177,29646.752744427697,Tinggi
Jamaika,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,16665.64174600355,18039.10950274513,Tinggi
Mexico,Risiko Tinggi,Prevalensi,2023,21917.248,66.74027,21963.69631077318,21748.848837713493,Tinggi
Bhutan,Risiko Rendah,Prevalensi,2023,14610.296,20.618406,5609.10744129867,6414.257263301655,Tinggi
Kosta Rika,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,15679.02353922514,18585.473009650843,Tinggi
Aljazair,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,9139.797903732031,8025.101244540869,Tinggi
Gambia,Risiko Tinggi,Prevalensi,2023,2963.5986,266.58557,13729.2928754486,18230.957010666993,Tinggi
Myanmar,Risiko Tinggi,Prevalensi,2023,5364.138,82.94207,36015.22536034688,32343.299550305466,Tinggi
Siprus,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,5422.746749087861,6326.178162296831,Tinggi
Indonesia,Risiko Tinggi,Prevalensi,2023,13889.975,148.57692,36218.06050998641,32907.14104312636,Tinggi
Libya,Risiko Tinggi,Prevalensi,2023,12476.598,4.1520276,15209.85181803309,18008.198027881444,Tinggi
Burundi,Risiko Tinggi,Prevalensi,2023,1036.1671,533.0785,22237.00890725048,22395.998997579212,Tinggi
Swiss,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,4949.67984430692,6386.5526203714635,Tinggi
Barbados,Risiko Tinggi,Prevalensi,2023,21318.672,656.6209,16357.33094918054,18679.545750502602,Tinggi
Oman,Risiko Rendah,Prevalensi,2023,37793.617,16.314272,11914.2681003101,8658.307204329325,Tinggi
Guam,Risiko Tinggi,Prevalensi,2023,15136.696,308.37408,28309.23719418183,28315.00052969446,Tinggi
Czechia,Risiko Sedang,Prevalensi,2023,47558.41,140.0462,11539.05373691535,8688.951527746462,Tinggi
Kepulauan Mariana Utara,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,29264.9709252466,28568.845776127284,Tinggi
Republik Afrika Tengah,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,30321.04559066207,30235.756972271232,Tinggi
Uruguay,Risiko Tinggi,Prevalensi,2023,31059.254,19.358261,14623.35825252778,17794.50641189066,Tinggi
Malta,Risiko Sedang,Prevalensi,2023,60418.395,1665.5125,5643.53714588071,6847.544213318835,Tinggi
Grenada,Risiko Tinggi,Prevalensi,2023,17093.156,344.3941,18593.96265153764,20939.706418661248,Tinggi
Fiji,Risiko Tinggi,Prevalensi,2023,13194.805,50.582924,35605.14539624141,32581.189970740747,Tinggi
Georgia,Risiko Tinggi,Prevalensi,2023,22590.53,54.79197,17927.03656734384,19251.508442411337,Tinggi
Komoro,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,20367.995614209387,20052.066134461154,Tinggi
Kenya,Risiko Tinggi,Prevalensi,2023,5691.825,97.23268,26210.179090560137,26359.53711375949,Tinggi
Zimbabwe,Risiko Tinggi,Prevalensi,2023,5218.0225,42.240738,10790.57659516967,18556.69139401983,Tinggi
Irak,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,12281.31535733587,16947.15872979211,Tinggi
Zambia,Risiko Tinggi,Prevalensi,2023,3673.4841,27.877651,16916.30621581939,19258.84839247946,Tinggi
Djibouti,Risiko Tinggi,Prevalensi,2023,6510.6787,49.73904,17750.18044263745,20447.968611444307,Tinggi
Palestina,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,11702.05880515489,16772.263869391532,Tinggi
Uzbekistan,Risiko Tinggi,Prevalensi,2023,10007.686,80.907906,19374.11217840114,19721.453003189716,Tinggi
Irlandia,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,4865.22345917238,6354.131862620955,Tinggi
Bangladesh,Risiko Sedang,Prevalensi,2023,8242.398,1317.2543,6812.123870226269,6698.6617664547575,Tinggi
South Africa,Risiko Tinggi,Prevalensi,2023,13695.376,52.10857,44059.62182002664,34076.13584617221,Tinggi
Singapura,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,15880.94748661017,18964.789438911037,Tinggi
Yordania,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,2350.39186487561,5362.952825238709,Tinggi
Guinea,Risiko Tinggi,Prevalensi,2023,3904.824,58.625546,18225.94305800593,20730.512321558494,Tinggi
Saint Vincent dan Grenadines,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,19491.676633319,19505.03867763136,Tinggi
Nepal,Risiko Tinggi,Prevalensi,2023,4861.2305,207.14764,13053.624308805951,18336.59436199241,Tinggi
Srilanka,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,28523.63565750678,26960.615509664687,Tinggi
Albania,Risiko Tinggi,Prevalensi,2023,20481.035,102.615326,14317.21987877094,17227.941253821595,Tinggi
Egypt,Risiko Tinggi,Prevalensi,2023,16691.387,115.05929,25319.16702165681,26459.338714631154,Tinggi
Niger,Risiko Tinggi,Prevalensi,2023,1689.5642,20.65198,17646.36824981527,19697.311189260745,Tinggi
Norway,Risiko Sedang,Prevalensi,2023,90085.44,15.151308,5387.70318554513,5690.26479703243,Tinggi
Seychelles,Risiko Tinggi,Prevalensi,2023,28635.355,278.1761,31017.32931008991,30087.784982795638,Tinggi
Rumania,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,14459.53208550058,17895.547127355654,Tinggi
Venezuela (Republik Bolivarian),Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,21271.42653000919,19386.399267231092,Tinggi
El Salvador,Risiko Tinggi,Prevalensi,2023,11424.6455,304.51877,18781.66803824776,21318.313091596858,Tinggi
Pantai Gading,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,16155.32311251027,19615.224018887944,Tinggi
Malawi,Risiko Tinggi,Prevalensi,2023,1649.2987,223.84895,11480.49146740834,17778.043823189164,Tinggi
Trinidad dan Tobago,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,18334.545360271302,19585.85903787044,Tinggi
Makedonia Utara,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,14781.908221219059,17449.607066860102,Tinggi
Liberia,Risiko Tinggi,Prevalensi,2023,1616.9237,57.02902,16615.69196059559,19501.98504721357,Tinggi
Kuba,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,13938.35447094279,17769.79849046466,Tinggi
Republik Demokrasi Kongo,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,24224.33231673228,26677.01784818972,Tinggi
Brazil,Risiko Tinggi,Prevalensi,2023,19079.812,25.261688,22764.380872507438,22159.59639970221,Tinggi
Samoa Amerika,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,32605.554176884973,29927.22895283615,Tinggi
Mauritania,Risiko Tinggi,Prevalensi,2023,6276.475,4.8728456,13522.56042016429,18386.277272012783,Tinggi
Saudi Arabia,Risiko Tinggi,Prevalensi,2023,64481.844,15.473994,14931.6435099804,17659.719866220643,Tinggi
Benin,Risiko Tinggi,Prevalensi,2023,3721.2126,125.142204,16017.76719084355,19682.461520002755,Tinggi
Kepulauan Cook,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,23799.66071849912,22537.553714460162,Tinggi
